scenario_id,prompt_style,turn,question,any_bias,leading,closed,anchoring,loaded,double_barreled,severity,rationale,neutral_rewrite
budgeting_app,ux_guidelines,1,"Can you tell me about a time when you had to manually categorize your expenses, such as splitting a bill with friends or tracking your spending for a specific goal?",True,False,False,True,False,False,1,"The question introduces a specific scenario which might influence the participant's response, but it's open-ended and doesn't embed a value judgment.",Can you describe a recent experience where you had to organize your expenses?
budgeting_app,ux_guidelines,2,What was the most frustrating part about trying to manually track your expenses in that situation?,False,False,False,False,False,False,0,This question is open-ended and seeks the participant's genuine feelings about their experience without introducing bias.,How did you feel about tracking your expenses in that situation?
budgeting_app,ux_guidelines,3,"Have you ever found yourself avoiding checking your finances or tracking your spending because it felt overwhelming or stressful, and if so, what usually triggered that feeling?",True,True,False,True,True,True,3,"The question assumes avoidance behavior, introduces a negative emotion, and asks about triggers, making it leading, loaded, and double-barreled.",How do you feel when you think about checking your finances or tracking your spending?
budgeting_app,ux_guidelines,4,"When you did eventually check your finances, what was going through your mind, and how did you typically respond to what you saw?",True,False,False,False,False,True,2,"The question asks about two different things (thoughts and responses), making it double-barreled, but it doesn't introduce bias or assumptions.",What was your initial reaction when you checked your finances?
budgeting_app,ux_guidelines,5,Do you think that having an automatic categorization system in a budgeting app would have made a difference in how you managed your finances during that time when you were trying to save up for the concert ticket?,True,True,False,True,False,False,2,"The question introduces a specific feature (automatic categorization) and a past scenario, which could influence the participant's response, making it leading and anchoring.",How do you think technology could have helped you with saving for a specific goal in the past?
budgeting_app,ux_guidelines,6,"If you had access to an automatic categorization system in a budgeting app, do you think you would use it regularly to monitor your spending and stay on top of your finances, or would you likely only use it when you're trying to meet a specific savings goal?",True,True,False,True,False,False,2,"The question assumes the participant would use the feature and introduces a specific scenario, making it leading and anchoring.",What features in a budgeting app would encourage you to regularly monitor your spending?
budgeting_app,bias_guardrail,1,Can you describe your current method for tracking your expenses?,False,False,False,False,False,False,0,"This question is open-ended and neutral, allowing the participant to share their current method without any influence or bias.",What methods do you currently use to track your expenses?
budgeting_app,bias_guardrail,2,What features do you think would make a budgeting app more likely to hold your attention and keep you engaged?,False,False,False,False,False,False,0,"This question is exploratory and allows the participant to share their thoughts on what would make a budgeting app engaging, without any assumptions or biases.",What aspects of a budgeting app do you think would be most engaging for you?
budgeting_app,bias_guardrail,3,"How do you think you would use a visual representation of your spending, such as a pie chart, to inform your financial decisions?",True,False,False,True,False,False,1,"The question introduces a specific feature (pie chart) which could influence the participant's response, but it still allows for an open-ended answer.",How do you think visual representations of your spending could help inform your financial decisions?
budgeting_app,bias_guardrail,4,"What role do you think emotions, such as anxiety or guilt, play in your spending decisions?",False,False,False,False,False,False,0,This question is neutral and allows the participant to share their thoughts on the role of emotions in their spending decisions without any influence or bias.,How do you think emotions impact your spending decisions?
budgeting_app,bias_guardrail,5,"Can you describe a situation where you made an impulsive purchase due to financial anxiety, and how you felt afterwards?",True,False,False,False,False,True,2,"The question asks about two things at once (the situation and the feelings afterwards), which could make it difficult for the participant to provide a clear answer.","Can you describe a recent impulsive purchase? What led to that purchase, and how did you feel about it afterwards?"
budgeting_app,bias_guardrail,6,"How do you think you might use a budgeting app to help you manage your financial anxiety, if you were to use one regularly?",True,False,False,True,False,False,1,"The question introduces a specific solution (budgeting app) which could influence the participant's response, but it still allows for an open-ended answer.",What tools or strategies do you think could help you manage your financial anxiety?
telehealth_booking,bare,1,"Let's get started with the interview. 

Can you walk me through your typical process for booking a telehealth appointment for yourself or your elderly parent, and what motivated you to choose telehealth in the first place?",True,False,False,False,False,True,1,"The question asks about two things at once: the process of booking and the motivation for choosing telehealth, which could lead to incomplete or confusing answers.",Can you describe your experience booking a telehealth appointment for yourself or your elderly parent?
telehealth_booking,bare,2,"You mentioned using the doctor's portal or app to book appointments. Have you ever used a third-party platform or website to book a telehealth appointment, such as a telemedicine marketplace or a patient engagement platform?",True,False,False,True,False,False,1,"The question introduces specific examples of third-party platforms, which could influence the participant's response and limit their ability to share other relevant experiences.",Have you used any other methods or platforms to book telehealth appointments?
telehealth_booking,bare,3,"It sounds like the third-party platform offered some benefits, but also some challenges. Did you find that the experience of booking a telehealth appointment through the platform differed significantly from booking directly through your mom's doctor's office?",True,False,False,True,False,False,1,"The question assumes the participant has used a third-party platform and frames the experience in terms of benefits and challenges, which could shape their response.",How does your experience booking telehealth appointments through different methods compare?
telehealth_booking,bare,4,"That's an interesting contrast. How do you think the experience of booking a telehealth appointment through the platform would change if the platform was integrated more closely with your mom's doctor's office, so that you could still get the benefits of comparison and convenience, but also felt like you were still working with her doctor and their office?",True,True,False,True,False,False,2,"The question assumes a specific scenario and implies that integration would be beneficial, which could lead the participant to provide a positive response.",What changes would you like to see in the way telehealth appointments are booked through different platforms or methods?
telehealth_booking,bare,5,"That's a great idea about showing information about your mom's history and previous appointments. Have you ever had to provide this kind of information to the doctor or their staff when booking a telehealth appointment, and if so, how did that experience go for you?",True,False,False,False,False,True,1,"The question asks about two things at once: whether the participant has had to provide information and how the experience went, which could lead to incomplete or confusing answers.",Have you had to provide your mom's medical history or previous appointment information when booking a telehealth appointment?
telehealth_booking,bare,6,"It sounds like having a more seamless way to share information would be really helpful. Have you ever considered using a personal health record (PHR) or a patient portal that allows you to store and manage your mom's medical information in one place, and then share it with her healthcare providers as needed?",True,True,False,True,False,False,2,"The question implies that a personal health record or patient portal would be helpful and assumes the participant has not considered this option, which could shape their response.",What tools or methods do you use to manage and share your mom's medical information?
telehealth_booking,ux_guidelines,1,Can you walk me through your most recent experience booking a telehealth appointment for yourself or your elderly parent - what specifically led you to choose a telehealth option over an in-person visit?,True,False,False,False,False,True,1,The question asks about two things at once: the experience of booking and the reason for choosing telehealth over in-person.,Can you describe your most recent experience booking a telehealth appointment?
telehealth_booking,ux_guidelines,2,How did you find the process of preparing for the telehealth appointment - was there anything in particular that made it easy or difficult to get set up and ready to go?,True,False,False,False,False,True,1,"The question asks about both the ease and difficulty of the process, which could be split into separate questions.",What was your experience like preparing for the telehealth appointment?
telehealth_booking,ux_guidelines,3,"Looking back, are there any steps in the preparation process that you think could be simplified or made easier, even if it's just a minor adjustment, that might make the experience feel less frustrating or time-consuming?",True,True,False,False,False,False,1,"The question suggests that there are steps that could be simplified, which might nudge the participant towards a particular type of response.",What are your thoughts on the preparation process for the telehealth appointment?
telehealth_booking,ux_guidelines,4,"Have you ever had to cancel or reschedule a telehealth appointment, and if so, what was that experience like - was it similar to canceling or rescheduling an in-person appointment, or were there any differences you noticed?",True,False,False,False,False,True,1,The question asks about both the experience of canceling/rescheduling and the comparison to in-person appointments.,"Have you ever had to cancel or reschedule a telehealth appointment? If so, can you describe the experience?"
telehealth_booking,ux_guidelines,5,"When you had to reschedule the appointment, did you have any issues with communication with the doctor's office or the telehealth platform - for example, did you receive timely reminders or updates about the new appointment time, or were there any misunderstandings that needed to be cleared up?",True,False,False,True,False,True,2,"The question introduces specific examples of potential issues, which could shape the participant's response, and also asks about multiple aspects of the experience.","What was your experience like when rescheduling the appointment, in terms of communication with the doctor's office or the telehealth platform?"
telehealth_booking,ux_guidelines,6,"Are there any features or functionalities that you think would be useful to have in a telehealth appointment booking system that you haven't seen or experienced yet, but think would make a big difference in your overall experience?",True,True,False,False,False,False,1,"The question suggests that there are features that would make a 'big difference', which might nudge the participant towards a particular type of response.",What features or functionalities do you think would be useful to have in a telehealth appointment booking system?
telehealth_booking,bias_guardrail,1,"Can you describe your typical process for finding and booking a medical appointment, including any steps you take before and after the booking process?",True,False,False,False,False,True,1,"The question asks about multiple aspects of the process at once, which might make it difficult for the participant to provide a clear and detailed answer.",Can you walk me through the steps you take to book a medical appointment?
telehealth_booking,bias_guardrail,2,How do you typically verify the information about a doctor's availability and procedures before booking an appointment?,False,False,False,False,False,False,0,The question is open-ended and allows the participant to share their experience without any influence.,What steps do you take to verify a doctor's availability and procedures before booking?
telehealth_booking,bias_guardrail,3,What information do you think is most important for you to know before booking a telehealth appointment versus an in-person appointment?,True,False,False,False,False,True,1,"The question compares two types of appointments, which might make it challenging for the participant to provide a straightforward answer.",What information do you think is most important to know before booking a telehealth appointment?
telehealth_booking,bias_guardrail,4,Are there any differences in your expectations for communication with a doctor's office when booking a telehealth appointment versus an in-person appointment?,True,False,False,False,False,True,1,"The question asks about a comparison, which might lead to a complex answer.",How do you expect to communicate with a doctor's office when booking a telehealth appointment?
telehealth_booking,bias_guardrail,5,"How do you currently handle any technical issues that arise during a telehealth appointment, such as connectivity problems or difficulty using the required technology?",True,False,False,True,False,False,1,"The question introduces specific technical issues, which might influence the participant's response.",Can you describe any challenges you've faced during a telehealth appointment and how you handled them?
telehealth_booking,bias_guardrail,6,What steps do you think a doctor's office could take to help minimize or resolve technical issues during a telehealth appointment?,False,False,False,False,False,False,0,The question is open-ended and allows the participant to provide suggestions without any influence.,How could a doctor's office improve the technical aspect of a telehealth appointment?
team_notes,bare,1,Let's conduct this interview. Can you tell me a little bit about your current process for taking and organizing meeting notes within your team at the startup?,False,False,False,False,False,False,0,"This question is open-ended and neutral, allowing the participant to share their process without any influence or bias.",Can you describe your team's current approach to taking and organizing meeting notes?
team_notes,bare,2,"How do you currently handle the situation when multiple people are contributing to the meeting notes at the same time, and it becomes difficult to keep track of who said what and when?",False,False,False,False,False,False,0,"This question is specific and focused on a particular challenge, but it does not introduce any bias or assumption.","What challenges do you face when multiple team members contribute to meeting notes simultaneously, and how do you address them?"
team_notes,bare,3,"Do you find that these issues with the shared Google Doc affect the overall productivity or efficiency of your team's meetings, or are they more of a minor annoyance?",True,True,False,True,False,False,1,"The question assumes that there are issues with the shared Google Doc and introduces a specific framing (productivity or efficiency), which could influence the participant's response.","How do you think your team's meeting notes process affects your meetings, and what impact does it have on your work?"
team_notes,bare,4,"Have you ever considered using a dedicated meeting notes tool, or have you only explored the shared Google Doc and Slack integrations you're currently using?",True,False,False,True,False,False,1,"The question introduces a specific solution (dedicated meeting notes tool) and assumes that the participant is currently using Google Doc and Slack integrations, which could shape their response.","What tools or methods have you considered or used to manage meeting notes, and what factors influence your decisions?"
team_notes,bare,5,"What features or functionalities do you think would be essential for a meeting notes tool to have in order for you to consider using it regularly, given your team's needs and size?",False,False,False,False,False,False,0,This question is open-ended and allows the participant to share their thoughts on the essential features of a meeting notes tool without any influence or bias.,What features or functionalities would you look for in a meeting notes tool to make it useful for your team?
team_notes,bare,6,"Would you be open to using a collaborative meeting notes tool that integrates with your existing workflow and tools, such as Slack, rather than having to switch to a completely new platform?",True,True,True,True,False,False,2,"The question assumes that the participant would prefer a tool that integrates with their existing workflow and introduces a specific platform (Slack), which could influence their response and limits their answer to a yes/no response.","What factors would influence your decision to adopt a new meeting notes tool, and how important is integration with your existing tools and workflow?"
team_notes,ux_guidelines,1,"Can you describe a typical meeting that you have with your team, and what kind of notes or follow-up actions do you usually take afterwards?",True,False,False,False,False,True,1,The question asks about two things at once: typical meetings and notes or follow-up actions.,Can you describe a typical meeting that you have with your team?
team_notes,ux_guidelines,2,"What are some specific pain points or challenges you've encountered with your current process for taking and following up on meeting notes, that you feel are worth addressing?",False,False,False,False,False,False,0,The question is open-ended and allows the participant to share their genuine experiences.,What challenges have you faced with your current meeting notes process?
team_notes,ux_guidelines,3,"You mentioned that new team members have trouble getting up to speed on past meetings and discussions - can you think of a specific instance where this was a problem, and how it affected the team or a project?",True,False,False,False,False,True,1,"The question asks about a specific instance and its effects, which are two separate things.",Can you recall a specific instance where a new team member struggled to get up to speed on past meetings?
team_notes,ux_guidelines,4,"You mentioned that a better system for documenting meeting notes and project decisions would have helped with the new designer's onboarding process - are there any other situations or roles where you think this kind of system would be particularly beneficial, or where it might make a big difference?",True,True,False,True,False,True,2,The question assumes a 'better system' would be beneficial and asks about multiple scenarios at once.,What other challenges do you think a meeting notes system could help with?
team_notes,ux_guidelines,5,"You mentioned that a system for documenting meeting notes and project decisions would be beneficial for contractors or freelancers – can you think of a specific instance where a freelancer or contractor had trouble getting up to speed on a project, and how it affected the team or the project's timeline?",True,True,False,True,False,True,2,The question assumes the system's benefit and asks about a specific instance and its effects.,Have you noticed any issues with freelancers or contractors getting up to speed on projects?
team_notes,ux_guidelines,6,"You mentioned that the freelancer had to spend a full day getting up to speed on the project's requirements and previous discussions – can you estimate how much time or resources you think you would have saved if you had a system in place for documenting meeting notes and project decisions, in a typical project or situation like this?",True,True,False,True,False,False,2,The question assumes the existence and benefit of a system and asks for a specific estimate.,How do you think a meeting notes system could impact project timelines?
team_notes,bias_guardrail,1,Can you describe your current process for taking and sharing meeting notes within your team?,False,False,False,False,False,False,0,This question is open-ended and allows the participant to share their process without any influence or bias.,Can you walk me through how you currently handle meeting notes?
team_notes,bias_guardrail,2,What are some specific challenges you've encountered with using Google Docs for meeting notes?,True,True,False,True,False,False,2,"The question assumes the participant uses Google Docs and may have had challenges, which could lead to biased responses.","What tools do you use for meeting notes, and have you encountered any challenges with them?"
team_notes,bias_guardrail,3,Have you ever experienced situations where important information or action items got lost or forgotten because of these issues with your current process?,True,True,True,True,False,False,2,"The question implies that the participant's current process has issues and may lead to lost information, which could influence their response.",Can you think of any instances where meeting notes or action items were not effectively communicated or followed up on?
team_notes,bias_guardrail,4,How do you currently ensure that team members are aware of their assigned action items and deadlines from meeting notes?,False,False,False,False,False,False,0,This question is open-ended and allows the participant to share their process without any influence or bias.,What methods do you use to communicate action items and deadlines to team members after a meeting?
team_notes,bias_guardrail,5,Are there any specific features or tools that you think would help you or your team members stay on top of action items and deadlines more consistently?,False,False,False,False,False,False,0,This question is open-ended and allows the participant to share their thoughts on potential solutions without any influence or bias.,What features or tools do you think could improve your team's management of action items and deadlines?
team_notes,bias_guardrail,6,"Have you ever considered using a project management tool that integrates with your existing workflow, or would you prefer a dedicated tool specifically designed for meeting notes and task management?",True,True,False,True,False,True,3,"The question presents two options and assumes the participant has considered project management tools, which could lead to biased responses.","What are your thoughts on using tools to manage meeting notes and action items, and what features are important to you?"
fitness_onboarding,bare,1,"Let's get started with the interview. Can you tell me a little bit about what motivated you to download a fitness app, and what are your expectations for using it to help you reach your exercise goals?",True,False,False,False,False,True,1,"The question asks about two separate topics: motivation for downloading the app and expectations for using it, which could lead to a lengthy or confusing response.",What motivated you to download a fitness app?
fitness_onboarding,bare,2,"You mentioned you've had a harder time finding safe exercises on YouTube. Have you ever worked with a personal trainer or fitness coach in the past, or is this your first time trying to structure your own workout routine?",True,False,False,False,False,True,1,"The question asks about two separate experiences: working with a personal trainer and structuring a workout routine, which could lead to a confusing response.",Have you ever worked with a personal trainer or fitness coach?
fitness_onboarding,bare,3,"It sounds like having guidance is something that's valuable to you, even if it's not always feasible in a personal training setting. How do you think you would feel about receiving guidance from an app, rather than a human trainer - would that be less or more helpful for you?",True,True,False,False,False,False,1,"The question assumes that guidance is valuable to the participant and asks for a comparison, which could influence their response.",What are your thoughts on receiving guidance from a fitness app?
fitness_onboarding,bare,4,"You mentioned being worried about the app not being able to account for nuances like a bad day or needing to modify an exercise on the fly. How do you think the app could be designed to help you adapt to those kinds of situations, or would you expect to need to rely on other resources, like online forums or YouTube tutorials?",True,False,False,True,False,True,2,"The question introduces specific features (online forums or YouTube tutorials) and asks about two separate topics: app design and reliance on other resources, which could shape the participant's response.",How do you think a fitness app could help you adapt to unexpected situations during a workout?
fitness_onboarding,bare,5,"You mentioned it being cool if the app could suggest alternative exercises or routines based on your past behavior and knee history. Have you ever used a fitness app that used data or tracking to provide personalized recommendations, or is this a new concept for you?",True,False,False,True,False,True,2,"The question introduces a specific feature (personalized recommendations) and asks about two separate experiences: using a fitness app with data tracking and the concept being new, which could influence the participant's response.",What are your thoughts on fitness apps using data to provide personalized recommendations?
fitness_onboarding,bare,6,You mentioned that the previous fitness tracker you used gave you generic advice. What do you think would make the recommendations from this app feel more tailored or relevant to your specific needs and goals?,True,False,False,True,False,False,1,"The question introduces a specific experience (previous fitness tracker) and asks for a comparison, which could shape the participant's response.",What factors would make fitness app recommendations feel more relevant to your needs and goals?
fitness_onboarding,ux_guidelines,1,"Can you describe a recent time when you started a new exercise routine or fitness program, and what motivated you to stick with it for a while, if at all?",True,False,False,False,False,True,1,"The question asks about two things: a recent time starting a new exercise routine and what motivated sticking with it, which could lead to incomplete or biased answers.",Can you describe a recent time when you started a new exercise routine or fitness program?
fitness_onboarding,ux_guidelines,2,"How did you typically plan and prepare for your workouts when you were using the running app, and were there any specific features or tools that you found particularly helpful or not helpful in terms of managing your knee pain?",True,False,False,True,False,True,2,"The question introduces a specific app (running app) and a specific aspect (managing knee pain), which could influence the participant's response and limit the scope of their answer.","How do you typically plan and prepare for your workouts, and what tools or features do you find helpful?"
fitness_onboarding,ux_guidelines,3,"Can you think of any other times or situations where you might have benefited from having a more tailored approach to exercise, such as a workout plan that took into account your knee pain or other specific needs or limitations?",True,True,False,True,False,False,2,"The question embeds an assumption that a tailored approach would be beneficial and introduces a specific aspect (knee pain), which could shape the participant's response.",Can you think of any situations where you might have benefited from a different approach to exercise?
fitness_onboarding,ux_guidelines,4,"You mentioned that the physical therapist's workout plan was effective for you. What specific aspects of that plan do you think made it effective in helping you recover from your injuries, and how might those aspects be incorporated into a fitness app?",True,True,False,True,False,True,2,"The question assumes the physical therapist's plan was effective and introduces a specific aspect (incorporating into a fitness app), which could influence the participant's response and limit the scope of their answer.",What made the physical therapist's workout plan effective for you?
fitness_onboarding,ux_guidelines,5,"You mentioned having a plan that adjusts over time would be powerful. Can you think of any potential downsides or challenges to having an app that continuously adjusts your workout plan, such as potentially leading to plateaus or feeling overwhelmed by frequent changes?",True,True,False,True,False,False,2,"The question assumes a plan that adjusts over time is desirable and introduces specific potential downsides, which could shape the participant's response.",What are your thoughts on having a workout plan that adjusts over time?
fitness_onboarding,ux_guidelines,6,"You mentioned having some control over how much the app adjusts the plan. How do you think you would want to be involved in the decision-making process, such as through ratings, feedback, or setting specific goals, and what kind of information would you need to see in order to make informed decisions about your workout plan?",True,True,False,True,False,True,2,"The question assumes the participant wants control over the app's adjustments and introduces specific methods of involvement, which could influence the participant's response and limit the scope of their answer.",How would you like to be involved in the decision-making process for your workout plan?
fitness_onboarding,bias_guardrail,1,Can you tell me about your current experience with exercise and fitness?,False,False,False,False,False,False,0,"This question is open-ended and neutral, allowing the participant to share their experience without any influence or bias.",What is your current experience with exercise and fitness?
fitness_onboarding,bias_guardrail,2,What do you think is missing from your current exercise routine or the apps you've used that would help you feel more motivated and confident?,False,False,False,False,False,False,0,This question is exploratory and allows the participant to express their thoughts and feelings about their current exercise routine and apps.,What are your thoughts on what could improve your current exercise routine or the apps you've used?
fitness_onboarding,bias_guardrail,3,"How do you currently track or monitor your progress, if at all, and what do you think would be a useful way to do so in a fitness app?",True,False,False,False,False,True,1,"This question asks about two separate things: current tracking methods and desired features in a fitness app, which may cause the participant to feel overwhelmed or unsure about how to respond.",Can you describe how you currently track your progress? What features would you like to see in a fitness app to help you monitor your progress?
fitness_onboarding,bias_guardrail,4,What do you think would be the most important information for a fitness app to know about you in order to provide effective workout recommendations and progress tracking?,False,False,False,False,False,False,0,This question is open-ended and allows the participant to share their thoughts on what information is important for a fitness app to know.,What information do you think is most important for a fitness app to know about you?
fitness_onboarding,bias_guardrail,5,"How do you currently think about your injury history when choosing exercises or activities, and are there any specific exercises or activities that you've had to avoid or modify because of knee pain?",True,False,False,False,False,True,1,"This question asks about two separate things: considering injury history when choosing exercises and specific exercises or activities avoided or modified, which may cause the participant to feel overwhelmed or unsure about how to respond.",Can you describe how you consider your injury history when choosing exercises or activities? Are there any specific exercises or activities you've had to avoid or modify due to knee pain?
fitness_onboarding,bias_guardrail,6,"Are there any specific exercises or activities that you've modified or avoided because of your knee pain, and if so, what were the modifications or alternatives you used?",True,False,False,False,False,True,1,"This question asks about two separate things: modified or avoided exercises and the modifications or alternatives used, which may cause the participant to feel overwhelmed or unsure about how to respond.","Have you modified or avoided any exercises or activities due to knee pain? If so, can you describe the modifications or alternatives you've used?"
restaurant_loyalty,bare,1,Let's get started with the interview. Can you tell me about your current experience with restaurant loyalty programs? Do you currently participate in any loyalty programs when dining out?,True,False,False,False,False,True,1,"The question asks about both current experience and participation in loyalty programs, which could be split into two separate questions for clarity.",Can you describe your current experience with restaurant loyalty programs?
restaurant_loyalty,bare,2,That makes sense. It sounds like convenience might be a challenge for you when it comes to using loyalty programs. Have you ever received any promotional emails or offers from these loyalty programs that you found particularly useful or relevant to your dining habits?,True,True,False,True,False,False,2,"The question assumes convenience is a challenge and introduces the idea of promotional emails or offers, which could influence the participant's response.",What kinds of interactions have you had with loyalty programs that you found useful or relevant?
