scenario_id,prompt_style,turn,question,any_bias,leading,closed,anchoring,loaded,double_barreled,severity,rationale,neutral_rewrite
checkout_flow,bias_guardrail,3,Can you give an example of a recent online shopping experience where you abandoned your cart due to issues with the checkout process?,False,False,False,False,False,False,0,"This question asks for a specific example, which can provide valuable insight into the participant's experience without influencing their response.",Have you had any recent online shopping experiences where you didn't complete a purchase due to checkout issues?
checkout_flow,bias_guardrail,4,How do you typically decide whether or not to create an account when prompted during the checkout process?,False,False,False,False,False,False,0,"This question explores the participant's thought process in a neutral manner, without introducing any potential biases or assumptions.",What influences your decision to create an account or not during checkout?
budgeting_app,bare,1,"Let's start the interview. 

Hi, thank you for participating in this study. I'm interested in understanding how you think about money and budgeting. 

Can you tell me a little bit about how you currently manage your finances, such as tracking expenses or making savings goals?",False,False,False,False,False,False,0,"This question is open-ended and neutral, allowing the participant to share their thoughts and experiences without any influence or bias.",Can you describe your current approach to managing your finances?
budgeting_app,bare,2,"You've tried budgeting apps in the past, but they didn't quite stick. Can you tell me what made you stop using those apps?",True,True,False,True,False,False,1,"The question assumes the participant has tried budgeting apps and implies they didn't work, which could influence their response.","Have you used any budgeting apps in the past? If so, what was your experience like?"
budgeting_app,bare,3,"It sounds like you value simplicity and accuracy in a budgeting app. Have you ever thought about what features would make an app more appealing to you, or what would make you more likely to use it consistently?",True,True,False,True,False,True,2,"The question assumes the participant values simplicity and accuracy, and asks about two separate things (features and usage), which could confuse the participant.",What do you think would make a budgeting app more useful to you?
budgeting_app,bare,4,"It sounds like you think automatic categorization could be a major time-saver and reduce some of the stress around budgeting. Have you ever thought about how you'd feel if the app made any mistakes in categorizing your spending, and you had to correct it?",True,True,False,True,False,False,2,"The question assumes the participant thinks automatic categorization is beneficial and asks about a specific scenario, which could influence their response.",How do you think you would handle errors in a budgeting app's categorization of your spending?
budgeting_app,ux_guidelines,1,Can you describe a recent situation where you had trouble keeping track of your expenses or staying on top of your finances?,False,False,False,False,False,False,0,This question is open-ended and allows the participant to share their genuine experience without any influence or bias.,Can you tell me about a time when you had difficulty managing your finances?
budgeting_app,ux_guidelines,2,How did you typically try to keep track of your expenses before you realized you had overspent last month?,True,True,False,True,False,False,1,"The question assumes the participant realized they overspent last month, which might not be the case, and introduces a specific timeframe that could influence their response.",What methods have you used in the past to track your expenses?
budgeting_app,ux_guidelines,3,"It sounds like you had a mix of informal methods for tracking your expenses. Have you ever used a budgeting tool or app before, or is this something you've never really tried?",True,False,False,False,False,True,1,"The question asks about two separate things: using a budgeting tool or app before and not having tried it, which could confuse the participant.","Have you ever used a budgeting tool or app? If so, what was your experience like?"
budgeting_app,ux_guidelines,4,What do you think would make a budgeting app or tool feel less like a chore and more like something you'd actually use regularly?,False,False,False,False,False,False,0,This question is open-ended and allows the participant to share their honest thoughts and feelings about using a budgeting app or tool.,What features or characteristics would make a budgeting app or tool appealing to you?
budgeting_app,bias_guardrail,1,Can you tell me about your current process for tracking your expenses and managing your finances?,False,False,False,False,False,False,0,"This question is open-ended and neutral, allowing the participant to share their process without any influence or assumption.",Can you describe how you currently track and manage your finances?
budgeting_app,bias_guardrail,2,What are some things that make it difficult for you to keep track of your expenses in a consistent way?,False,False,False,False,False,False,0,"This question is exploratory and non-leading, inviting the participant to share their challenges without any preconceptions.",What challenges do you face when trying to track your expenses consistently?
budgeting_app,bias_guardrail,3,"How do you currently handle situations where you need to make an unexpected purchase, like a sudden car repair or a last-minute flight home for a family event?",True,False,False,True,False,False,1,"The question introduces specific examples of unexpected purchases, which might influence the participant's response, but it still allows for an open-ended answer.",Can you describe how you handle unexpected expenses?
budgeting_app,bias_guardrail,4,"What are some factors that influence your decision about whether to use your emergency fund, a credit card, or another source of money when you need to make an unexpected purchase?",True,False,False,True,False,False,1,"The question mentions specific financial instruments, which might shape the participant's response, but it still seeks an open-ended answer about the factors influencing their decision.",What factors influence your decision when choosing a source of funds for unexpected expenses?
